Report Builder

"Principal Place of Performance State Code","Is Vendor Business Type - Economically Disadvantaged Women Owned Small Business","Is Vendor Business Type - Women Owned Small Business","NAICS Code","NAICS Description","Base and All Options Value (Total Contract Value)"
"SC","NO","NO","334210","TELEPHONE APPARATUS MANUFACTURING","$116,504.88"
"SC","NO","NO","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","$15,098,053.64"
"SC","NO","NO","334290","OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING","$18,382,607.85"
"SC","NO","NO","334310","AUDIO AND VIDEO EQUIPMENT MANUFACTURING","$885,293.47"
"SC","NO","NO","334412","BARE PRINTED CIRCUIT BOARD MANUFACTURING","$463,461.35"
"SC","NO","NO","334413","SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING","$76,811.75"
"SC","NO","NO","334416","CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING","$39,181.26"
"SC","NO","NO","334417","ELECTRONIC CONNECTOR MANUFACTURING","$19,162.80"
"SC","NO","NO","334418","PRINTED CIRCUIT ASSEMBLY (ELECTRONIC ASSEMBLY) MANUFACTURING","$117,978.48"
"SC","NO","NO","334419","OTHER ELECTRONIC COMPONENT MANUFACTURING","$2,595,438.22"
"SC","NO","NO","334510","ELECTROMEDICAL AND ELECTROTHERAPEUTIC APPARATUS MANUFACTURING","$11,035,848.65"
"SC","NO","NO","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","$680,592.31"
"SC","NO","NO","334512","AUTOMATIC ENVIRONMENTAL CONTROL MANUFACTURING FOR RESIDENTIAL, COMMERCIAL, AND APPLIANCE USE","$691,044.30"
"SC","NO","NO","334513","INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES","$1,135,989.99"
"SC","NO","NO","334514","TOTALIZING FLUID METER AND COUNTING DEVICE MANUFACTURING","$419,923.00"
"SC","NO","NO","334515","INSTRUMENT MANUFACTURING FOR MEASURING AND TESTING ELECTRICITY AND ELECTRICAL SIGNALS","$657,768.47"
"SC","NO","NO","334516","ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING","$8,024,425.68"
"SC","NO","NO","334517","IRRADIATION APPARATUS MANUFACTURING","$4,382,299.06"
"SC","NO","NO","334519","OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING","$2,030,439.47"
"SC","NO","NO","334613","BLANK MAGNETIC AND OPTICAL RECORDING MEDIA MANUFACTURING","$48,187.50"
"SC","NO","NO","334614","SOFTWARE AND OTHER PRERECORDED COMPACT DISC, TAPE, AND RECORD REPRODUCING","$26,574.00"
"SC","NO","NO","335110","ELECTRIC LAMP BULB AND PART MANUFACTURING","$85.00"
"SC","NO","NO","335121","RESIDENTIAL ELECTRIC LIGHTING FIXTURE MANUFACTURING","$79,640.00"
"SC","NO","NO","335122","COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING","$55,711.25"
"SC","NO","NO","335129","OTHER LIGHTING EQUIPMENT MANUFACTURING","$546,278.55"
"SC","NO","NO","335210","SMALL ELECTRICAL APPLIANCE MANUFACTURING","$114,626.61"
"SC","NO","NO","335311","POWER, DISTRIBUTION, AND SPECIALTY TRANSFORMER MANUFACTURING","$473,294.21"
"SC","NO","NO","335312","MOTOR AND GENERATOR MANUFACTURING","$777,331.81"
"SC","NO","NO","335313","SWITCHGEAR AND SWITCHBOARD APPARATUS MANUFACTURING","$380,278.57"
"SC","NO","NO","335314","RELAY AND INDUSTRIAL CONTROL MANUFACTURING","$138,095.00"
"SC","NO","NO","335911","STORAGE BATTERY MANUFACTURING","$456,300.00"
"SC","NO","NO","335912","PRIMARY BATTERY MANUFACTURING","$93.67"
"SC","NO","NO","335921","FIBER OPTIC CABLE MANUFACTURING","$47,952.31"
"SC","NO","NO","335929","OTHER COMMUNICATION AND ENERGY WIRE MANUFACTURING","$22,593.75"
"SC","NO","NO","335931","CURRENT-CARRYING WIRING DEVICE MANUFACTURING","$1,235,072.77"
"SC","NO","NO","335932","NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING","$34,599.00"
"SC","NO","NO","335991","CARBON AND GRAPHITE PRODUCT MANUFACTURING","$0.00"
"SC","NO","NO","335999","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING","$56,198,693.63"
"SC","NO","NO","336111","AUTOMOBILE MANUFACTURING","$21,302.00"
"SC","NO","NO","336112","LIGHT TRUCK AND UTILITY VEHICLE MANUFACTURING","$173,155.94"
"SC","NO","NO","336212","TRUCK TRAILER MANUFACTURING","$21,185.00"
"SC","NO","NO","336310","MOTOR VEHICLE GASOLINE ENGINE AND ENGINE PARTS MANUFACTURING","$31,385.73"
"SC","NO","NO","336320","MOTOR VEHICLE ELECTRICAL AND ELECTRONIC EQUIPMENT MANUFACTURING","$1,045,133.58"
"SC","NO","NO","336330","MOTOR VEHICLE STEERING AND SUSPENSION COMPONENTS (EXCEPT SPRING) MANUFACTURING","$523,492.29"
"SC","NO","NO","336340","MOTOR VEHICLE BRAKE SYSTEM MANUFACTURING","$153,827.00"
"SC","NO","NO","336350","MOTOR VEHICLE TRANSMISSION AND POWER TRAIN PARTS MANUFACTURING","$493,747.15"
"SC","NO","NO","336360","MOTOR VEHICLE SEATING AND INTERIOR TRIM MANUFACTURING","$535,122.34"
"SC","NO","NO","336370","MOTOR VEHICLE METAL STAMPING","$208,268.45"
"SC","NO","NO","336390","OTHER MOTOR VEHICLE PARTS MANUFACTURING","$1,570,659.12"
"SC","NO","NO","336411","AIRCRAFT MANUFACTURING","$2,487,162.84"
"SC","NO","NO","336412","AIRCRAFT ENGINE AND ENGINE PARTS MANUFACTURING","$5,966,755.65"
"SC","NO","NO","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","$14,776,711.73"
"SC","NO","NO","336611","SHIP BUILDING AND REPAIRING","$120,908,734.24"
"SC","NO","NO","336612","BOAT BUILDING","$175,481.14"
"SC","NO","NO","336991","MOTORCYCLE, BICYCLE, AND PARTS MANUFACTURING","$68,085.10"
"SC","NO","NO","336992","MILITARY ARMORED VEHICLE, TANK, AND TANK COMPONENT MANUFACTURING","$27,270,228.11"
"SC","NO","NO","336999","ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING","$394,445.38"
"SC","NO","NO","337121","UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING","$217,607.25"
"SC","NO","NO","337122","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING","$2,931,423.15"
"SC","NO","NO","337124","METAL HOUSEHOLD FURNITURE MANUFACTURING","$69,335.00"
"SC","NO","NO","337127","INSTITUTIONAL FURNITURE MANUFACTURING","$100,023.40"
"SC","NO","NO","337211","WOOD OFFICE FURNITURE MANUFACTURING","$72,776.23"
"SC","NO","NO","337214","OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING","$1,430,634.18"
"SC","NO","NO","337215","SHOWCASE, PARTITION, SHELVING, AND LOCKER MANUFACTURING","$4,010,930.89"
"SC","NO","NO","337910","MATTRESS MANUFACTURING","$43,800.00"
"SC","NO","NO","337920","BLIND AND SHADE MANUFACTURING","$37,835.78"
"SC","NO","NO","339112","SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING","$4,945,825.35"
"SC","NO","NO","339113","SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING","$7,380,312.85"
"SC","NO","NO","339115","OPHTHALMIC GOODS MANUFACTURING","$0.00"
"SC","NO","NO","339116","DENTAL LABORATORIES","$1,807,758.80"
"SC","NO","NO","339920","SPORTING AND ATHLETIC GOODS MANUFACTURING","$2,134,679.08"
"SC","NO","NO","339940","OFFICE SUPPLIES (EXCEPT PAPER) MANUFACTURING","$234,783.86"
"SC","NO","NO","339944","CARBON PAPER AND INKED RIBBON MANUFACTURING","$438,720.37"
"SC","NO","NO","339950","SIGN MANUFACTURING","$65,060.00"
"SC","NO","NO","339991","GASKET, PACKING, AND SEALING DEVICE MANUFACTURING","$59,792.70"
"SC","NO","NO","339992","MUSICAL INSTRUMENT MANUFACTURING","$92,618.00"
"SC","NO","NO","339999","ALL OTHER MISCELLANEOUS MANUFACTURING","$1,472,214.72"
"SC","NO","NO","423120","MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS","$49,055.00"
"SC","NO","NO","423210","FURNITURE MERCHANT WHOLESALERS","$50,642.50"
"SC","NO","NO","423430","COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS","$369,570.11"
"SC","NO","NO","423440","OTHER COMMERCIAL EQUIPMENT MERCHANT WHOLESALERS","$26,138.11"
"SC","NO","NO","423450","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","$12,887,738.71"
"SC","NO","NO","423490","OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","$30,435.00"
"SC","NO","NO","423710","HARDWARE MERCHANT WHOLESALERS","$214,250.75"
"SC","NO","NO","423730","WARM AIR HEATING AND AIR-CONDITIONING EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","$76,426.70"
"SC","NO","NO","423740","REFRIGERATION EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","$34,007.88"
"SC","NO","NO","423810","CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS","$23,942.25"
"SC","NO","NO","423830","INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS","$84,578.68"
"SC","NO","NO","423840","INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS","$26,471.94"
"SC","NO","NO","423850","SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS","$0.00"
"SC","NO","NO","423860","TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS","$482,847.57"
"SC","NO","NO","424130","INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS","$102.00"
"SC","NO","NO","424710","PETROLEUM BULK STATIONS AND TERMINALS","$6,409,269.00"
"SC","NO","NO","424720","PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS)","$165,314.40"
"SC","NO","NO","424920","BOOK, PERIODICAL, AND NEWSPAPER MERCHANT WHOLESALERS","$10,839.25"
"SC","NO","NO","425120","WHOLESALE TRADE AGENTS AND BROKERS","$26,628.00"
"SC","NO","NO","441222","BOAT DEALERS","$2,004.63"
"SC","NO","NO","441310","AUTOMOTIVE PARTS AND ACCESSORIES STORES","$0.00"
"SC","NO","NO","442110","FURNITURE STORES","$101,520.00"
"SC","NO","NO","442210","FLOOR COVERING STORES","$0.00"
"SC","NO","NO","443120","COMPUTER AND SOFTWARE STORES","$663,027.85"
"SC","NO","NO","444120","PAINT AND WALLPAPER STORES","$938.00"
"SC","NO","NO","444190","OTHER BUILDING MATERIAL DEALERS","$27,222.17"
"SC","NO","NO","446110","PHARMACIES AND DRUG STORES","$15.00"
"SC","NO","NO","446199","ALL OTHER HEALTH AND PERSONAL CARE STORES","$31,609.51"
"SC","NO","NO","448110","MEN'S CLOTHING STORES","$32,855.00"
"SC","NO","NO","448190","OTHER CLOTHING STORES","$32,419.43"
"SC","NO","NO","448310","JEWELRY STORES","$14,187.50"
"SC","NO","NO","453998","ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)","$49,279.51"
"SC","NO","NO","481111","SCHEDULED PASSENGER AIR TRANSPORTATION","$31,796.60"
"SC","NO","NO","481211","NONSCHEDULED CHARTERED PASSENGER AIR TRANSPORTATION","$1,262,675.26"
"SC","NO","NO","483111","DEEP SEA FREIGHT TRANSPORTATION","$90,440,330.85"
"SC","NO","NO","483211","INLAND WATER FREIGHT TRANSPORTATION","$10,000.00"
"SC","NO","NO","483212","INLAND WATER PASSENGER TRANSPORTATION","$50,000.00"
"SC","NO","NO","484210","USED HOUSEHOLD AND OFFICE GOODS MOVING","$214,310.45"
"SC","NO","NO","485510","CHARTER BUS INDUSTRY","$86,750.00"
"SC","NO","NO","485991","SPECIAL NEEDS TRANSPORTATION","$1,177,950.15"
"SC","NO","NO","485999","ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION","$86,663.64"
"SC","NO","NO","488119","OTHER AIRPORT OPERATIONS","$193,759.00"
"SC","NO","NO","488190","OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION","$1,861,310.07"
"SC","NO","NO","488210","SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION","$310,819.00"
"SC","NO","NO","488310","PORT AND HARBOR OPERATIONS","$425,820.00"
"SC","NO","NO","488320","MARINE CARGO HANDLING","$2,742,520.60"
"SC","NO","NO","488330","NAVIGATIONAL SERVICES TO SHIPPING","$54,707.00"
"SC","NO","NO","488390","OTHER SUPPORT ACTIVITIES FOR WATER TRANSPORTATION","$1,558,931.20"
"SC","NO","NO","488490","OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION","$12,899.50"
"SC","NO","NO","491110","POSTAL SERVICE","$38,739.12"
"SC","NO","NO","492110","COURIERS AND EXPRESS DELIVERY SERVICES","$18,153,888.68"
"SC","NO","NO","493110","GENERAL WAREHOUSING AND STORAGE","$873,945.75"
"SC","NO","NO","493190","OTHER WAREHOUSING AND STORAGE","$8,613,036.00"
"SC","NO","NO","511120","PERIODICAL PUBLISHERS","$4,256.00"
"SC","NO","NO","511130","BOOK PUBLISHERS","$25,196.98"
"SC","NO","NO","511199","ALL OTHER PUBLISHERS","$67,771.08"
"SC","NO","NO","511210","SOFTWARE PUBLISHERS","$10,398,543.54"
"SC","NO","NO","515111","RADIO NETWORKS","$507,404.80"
"SC","NO","NO","515120","TELEVISION BROADCASTING","$0.00"
"SC","NO","NO","515210","CABLE AND OTHER SUBSCRIPTION PROGRAMMING","$535,213.10"
"SC","NO","NO","517110","WIRED TELECOMMUNICATIONS CARRIERS","$2,057,911.14"
"SC","NO","NO","517311","WIRED TELECOMMUNICATIONS CARRIERS","$569,251.21"
"SC","NO","NO","517312","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","$921,961.75"
"SC","NO","NO","517410","SATELLITE TELECOMMUNICATIONS","$172,729,555.24"
"SC","NO","NO","517911","TELECOMMUNICATIONS RESELLERS","$289,648.71"
"SC","NO","NO","517919","ALL OTHER TELECOMMUNICATIONS","$77,305.69"
"SC","NO","NO","518111","INTERNET SERVICE PROVIDERS","$157,394.98"
"SC","NO","NO","518210","DATA PROCESSING, HOSTING, AND RELATED SERVICES","$38,592,210.48"
"SC","NO","NO","519120","LIBRARIES AND ARCHIVES","$152,874.51"
"SC","NO","NO","519130","INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS","$100,714.44"
"SC","NO","NO","519190","ALL OTHER INFORMATION SERVICES","$305,852.00"
"SC","NO","NO","523910","MISCELLANEOUS INTERMEDIATION","$11,421.72"
"SC","NO","NO","524114","DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS","$180,801,922.00"
"SC","NO","NO","524292","THIRD PARTY ADMINISTRATION OF INSURANCE AND PENSION FUNDS","$0.00"
"SC","NO","NO","524298","ALL OTHER INSURANCE RELATED ACTIVITIES","$6,360,841.96"
"SC","NO","NO","531110","LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS","$13,320.00"
"SC","NO","NO","531120","LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)","$10,426.00"
"SC","NO","NO","531130","LESSORS OF MINIWAREHOUSES AND SELF-STORAGE UNITS","$177,506.80"
"SC","NO","NO","531320","OFFICES OF REAL ESTATE APPRAISERS","$240,520.28"
"SC","NO","NO","532111","PASSENGER CAR RENTAL","$909,368.11"
"SC","NO","NO","532112","PASSENGER CAR LEASING","$220,953.00"
"SC","NO","NO","532120","TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING","$19,708.09"
"SC","NO","NO","532210","CONSUMER ELECTRONICS AND APPLIANCES RENTAL","$1,393,074.00"
"SC","NO","NO","532283","HOME HEALTH EQUIPMENT RENTAL","$1,004,384.33"
"SC","NO","NO","532289","ALL OTHER CONSUMER GOODS RENTAL","$22,312.00"
"SC","NO","NO","532310","GENERAL RENTAL CENTERS","$740,302.62"
"SC","NO","NO","532412","CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING","$18,209.20"
"SC","NO","NO","532420","OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING","$683,568.39"
"SC","NO","NO","532490","OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING","$770,733.31"
"SC","NO","NO","541110","OFFICES OF LAWYERS","$57,003.00"
"SC","NO","NO","541191","TITLE ABSTRACT AND SETTLEMENT OFFICES","$23,060.50"
"SC","NO","NO","541199","ALL OTHER LEGAL SERVICES","$1,084,150.74"
"SC","NO","NO","541219","OTHER ACCOUNTING SERVICES","$31,080,289.44"
"SC","NO","NO","541310","ARCHITECTURAL SERVICES","$14,733,035.11"
"SC","NO","NO","541330","ENGINEERING SERVICES","$973,055,749.46"
"SC","NO","NO","541370","SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES","$3,624,886.22"
"SC","NO","NO","541380","TESTING LABORATORIES","$4,658,964.91"
"SC","NO","NO","541410","INTERIOR DESIGN SERVICES","$44,750.00"
"SC","NO","NO","541430","GRAPHIC DESIGN SERVICES","$268,378.66"
"SC","NO","NO","541490","OTHER SPECIALIZED DESIGN SERVICES","$32,500.00"
"SC","NO","NO","541511","CUSTOM COMPUTER PROGRAMMING SERVICES","$36,534,190.60"
"SC","NO","NO","541512","COMPUTER SYSTEMS DESIGN SERVICES","$7,590,980.54"
"SC","NO","NO","541513","COMPUTER FACILITIES MANAGEMENT SERVICES","$8,256,792.40"
"SC","NO","NO","541519","OTHER COMPUTER RELATED SERVICES","$151,251,110.53"
"SC","NO","NO","541611","ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES","$106,174,046.72"
"SC","NO","NO","541612","HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","$0.00"
"SC","NO","NO","541614","PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","$15,686,526.00"
"SC","NO","NO","541620","ENVIRONMENTAL CONSULTING SERVICES","$82,401,009.77"
"SC","NO","NO","541690","OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES","$3,219,466.65"
"SC","NO","NO","541710","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES","$0.00"
"SC","NO","NO","541712","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)","$24,277,909.03"
"SC","NO","NO","541713","RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY","$149,925.00"
"SC","NO","NO","541714","RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY)","$778,855.33"
"SC","NO","NO","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","$67,800,968.20"
"SC","NO","NO","541820","PUBLIC RELATIONS AGENCIES","$9,665.31"
"SC","NO","NO","541890","OTHER SERVICES RELATED TO ADVERTISING","$9,998.98"
"SC","NO","NO","541930","TRANSLATION AND INTERPRETATION SERVICES","$108,637.66"
"SC","NO","NO","541940","VETERINARY SERVICES","$39,712.87"
"SC","NO","NO","541990","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES","$1,355,476.31"
"SC","NO","NO","551114","CORPORATE, SUBSIDIARY, AND REGIONAL MANAGING OFFICES","$55,000.00"
"SC","NO","NO","561210","FACILITIES SUPPORT SERVICES","$2,142,903,341.12"
"SC","NO","NO","561311","EMPLOYMENT PLACEMENT AGENCIES","$195,081.60"
"SC","NO","NO","561320","TEMPORARY HELP SERVICES","$20,191,536.70"
"SC","NO","NO","561330","PROFESSIONAL EMPLOYER ORGANIZATIONS (FORMERLY EMPLOYEE LEASING SERVICES)","$0.00"
"SC","NO","NO","561410","DOCUMENT PREPARATION SERVICES","$89,333.20"
"SC","NO","NO","561499","ALL OTHER BUSINESS SUPPORT SERVICES","$50,333,101.22"
"SC","NO","NO","561510","TRAVEL AGENCIES","$426,718.08"
"SC","NO","NO","561599","ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES","$2,644,723.47"
"SC","NO","NO","561611","INVESTIGATION SERVICES","$187,945.03"
"SC","NO","NO","561612","SECURITY GUARDS AND PATROL SERVICES","$137,722,384.62"
"SC","NO","NO","561613","ARMORED CAR SERVICES","$0.00"
"SC","NO","NO","561621","SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)","$4,224,376.47"
"SC","NO","NO","561710","EXTERMINATING AND PEST CONTROL SERVICES","$1,683,062.72"
"SC","NO","NO","561720","JANITORIAL SERVICES","$24,018,661.63"
"SC","NO","NO","561730","LANDSCAPING SERVICES","$21,824,245.02"
"SC","NO","NO","561740","CARPET AND UPHOLSTERY CLEANING SERVICES","$20,860.49"
"SC","NO","NO","561790","OTHER SERVICES TO BUILDINGS AND DWELLINGS","$80,256.90"
"SC","NO","NO","561910","PACKAGING AND LABELING SERVICES","$199,570.50"
"SC","NO","NO","561990","ALL OTHER SUPPORT SERVICES","$11,261,771.62"
"SC","NO","NO","562111","SOLID WASTE COLLECTION","$2,605,206.34"
"SC","NO","NO","562112","HAZARDOUS WASTE COLLECTION","$638,772.70"
"SC","NO","NO","562119","OTHER WASTE COLLECTION","$94,587.34"
"SC","NO","NO","562211","HAZARDOUS WASTE TREATMENT AND DISPOSAL","$27,751,394.30"
"SC","NO","NO","562219","OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL","$38,191.04"
"SC","NO","NO","562910","REMEDIATION SERVICES","$55,214,367.14"
"SC","NO","NO","562991","SEPTIC TANK AND RELATED SERVICES","$575,755.70"
"SC","NO","NO","562998","ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES","$107,360.66"
"SC","NO","NO","611310","COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS","$13,156,647.22"
"SC","NO","NO","611420","COMPUTER TRAINING","$218,379.90"
"SC","NO","NO","611430","PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING","$17,639,821.09"
"SC","NO","NO","611512","FLIGHT TRAINING","$193,869.82"
"SC","NO","NO","611519","OTHER TECHNICAL AND TRADE SCHOOLS","$3,388,267.38"
"SC","NO","NO","611691","EXAM PREPARATION AND TUTORING","$55,737,770.00"
"SC","NO","NO","611692","AUTOMOBILE DRIVING SCHOOLS","$0.00"
"SC","NO","NO","611699","ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION","$5,395,655.06"
"SC","NO","NO","611710","EDUCATIONAL SUPPORT SERVICES","$798,935.46"
"SC","NO","NO","621111","OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)","$1,787,678.80"
"SC","NO","NO","621112","OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS","$186,500.00"
"SC","NO","NO","621320","OFFICES OF OPTOMETRISTS","$15,174.41"
"SC","NO","NO","621330","OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)","$39,100.00"
"SC","NO","NO","621340","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS","$9,060,315.89"
"SC","NO","NO","621410","FAMILY PLANNING CENTERS","$438.75"
"SC","NO","NO","621420","OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS","$282,238.40"
"SC","NO","NO","621498","ALL OTHER OUTPATIENT CARE CENTERS","$9,096,880.44"
"SC","NO","NO","621512","DIAGNOSTIC IMAGING CENTERS","$2,399,692.82"
"SC","NO","NO","621910","AMBULANCE SERVICES","$11,927,765.53"
"SC","NO","NO","621991","BLOOD AND ORGAN BANKS","$892,249.66"
"SC","NO","NO","621999","ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES","$870,728.30"
"SC","NO","NO","622110","GENERAL MEDICAL AND SURGICAL HOSPITALS","$10,374,790.24"
"SC","NO","NO","623110","NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)","$5,631,287.07"
"SC","NO","NO","623990","OTHER RESIDENTIAL CARE FACILITIES","$4,571,380.50"
"SC","NO","NO","624190","OTHER INDIVIDUAL AND FAMILY SERVICES","$494,903.44"
"SC","NO","NO","624221","TEMPORARY SHELTERS","$327,350.00"
"SC","NO","NO","624310","VOCATIONAL REHABILITATION SERVICES","$135,342.20"
"SC","NO","NO","711130","MUSICAL GROUPS AND ARTISTS","$33,875.00"
"SC","NO","NO","711219","OTHER SPECTATOR SPORTS","$31,274.46"
"SC","NO","NO","713940","FITNESS AND RECREATIONAL SPORTS CENTERS","$2,597.71"
"SC","NO","NO","713990","ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES","$0.00"
"SC","NO","NO","721110","HOTELS (EXCEPT CASINO HOTELS) AND MOTELS","$978,552.82"
"SC","NO","NO","721199","ALL OTHER TRAVELER ACCOMMODATION","$5,800.00"
"SC","NO","NO","721211","RV (RECREATIONAL VEHICLE) PARKS AND CAMPGROUNDS","$77,898.00"
"SC","NO","NO","722310","FOOD SERVICE CONTRACTORS","$32,105,777.04"
"SC","NO","NO","722320","CATERERS","$130,568.76"
"SC","NO","NO","811113","AUTOMOTIVE TRANSMISSION REPAIR","$5,092.87"
"SC","NO","NO","811121","AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE","$562,414.07"
